Store_ID,Store_Name,Company,City,Zone,Size_SqFt,Month,Month_Num,Daily_Orders,Monthly_Orders,Avg_Order_Value,Revenue,COGS,Gross_Profit,Rent,Staff_Cost,Delivery_Cost,Inventory_Waste,Discounts,Utilities,Total_Operating_Cost,Contribution_Margin,CM_Per_Order,Profitable
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-04,4,371,11130,289,3216570,1874351.0,1342219.0,125000,250316,218182.0,234181.0,70146.0,54301,952126.0,390093.0,35.05,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-05,5,357,10710,340,3641400,2118946.0,1522454.0,125000,267182,165361.0,161573.0,142909.0,48897,910922.0,611532.0,57.1,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-06,6,412,12360,333,4115880,2479685.0,1636195.0,125000,260264,217391.0,421680.0,128929.0,27629,1180894.0,455302.0,36.84,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-07,7,383,11490,364,4182360,2645231.0,1537129.0,125000,194862,220933.0,269106.0,106040.0,42604,958545.0,578584.0,50.36,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-08,8,357,10710,296,3170160,1977138.0,1193022.0,125000,218376,221468.0,298037.0,156462.0,40171,1059514.0,133508.0,12.47,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-09,9,415,12450,349,4345050,2630700.0,1714350.0,125000,259425,256307.0,235978.0,132023.0,34032,1042765.0,671585.0,53.94,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-10,10,461,13830,372,5144760,3220257.0,1924503.0,125000,168445,283181.0,355223.0,221130.0,53958,1206937.0,717567.0,51.88,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-11,11,545,16350,310,5068500,3002401.0,2066099.0,125000,186449,306588.0,340992.0,203555.0,53580,1216163.0,849936.0,51.98,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-12,12,355,10650,374,3983100,2320770.0,1662330.0,125000,275071,169066.0,199754.0,182872.0,26849,978611.0,683719.0,64.2,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-01,1,230,6900,317,2187300,1299365.0,887935.0,140000,243598,128477.0,198419.0,97447.0,32762,840703.0,47232.0,6.85,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-02,2,218,6540,298,1948920,1245636.0,703284.0,140000,296642,103125.0,119656.0,42542.0,44387,746352.0,-43068.0,-6.59,No
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-03,3,228,6840,302,2065680,1275680.0,790000.0,140000,271988,126176.0,83718.0,62657.0,46080,730619.0,59380.0,8.68,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-04,4,217,6510,380,2473800,1512649.0,961151.0,140000,269137,112402.0,145194.0,63122.0,42626,772482.0,188669.0,28.98,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-05,5,207,6210,308,1912680,1143867.0,768813.0,140000,197840,126971.0,194193.0,70524.0,38648,768176.0,637.0,0.1,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-06,6,211,6330,297,1880010,1134220.0,745790.0,140000,226845,98917.0,156074.0,89614.0,52758,764208.0,-18418.0,-2.91,No
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-07,7,186,5580,348,1941840,1210689.0,731151.0,140000,209933,80421.0,127437.0,74079.0,26295,658165.0,72986.0,13.08,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-08,8,209,6270,304,1906080,1197550.0,708530.0,140000,216889,111826.0,196802.0,57161.0,54785,777463.0,-68933.0,-10.99,No
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-09,9,184,5520,304,1678080,1070153.0,607927.0,140000,190753,110262.0,161079.0,79597.0,47794,729485.0,-121558.0,-22.02,No
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-10,10,267,8010,306,2451060,1479945.0,971115.0,140000,222739,147517.0,226523.0,77012.0,42486,856277.0,114838.0,14.34,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-11,11,270,8100,319,2583900,1539213.0,1044687.0,140000,294431,170606.0,178426.0,113910.0,48672,946045.0,98642.0,12.18,Yes
CHN-02,T Nagar Central,Blinkit,Chennai,Central,440,2024-12,12,207,6210,320,1987200,1261593.0,725607.0,140000,257178,102486.0,82617.0,91257.0,49289,722827.0,2780.0,0.45,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-01,1,177,5310,350,1858500,1182165.0,676335.0,110000,269465,86880.0,98762.0,49995.0,43670,658771.0,17564.0,3.31,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-02,2,217,6510,343,2232930,1368872.0,864058.0,110000,248490,104542.0,217091.0,109403.0,46027,835552.0,28505.0,4.38,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-03,3,193,5790,338,1957020,1154826.0,802194.0,110000,252320,88900.0,169110.0,67810.0,54142,742282.0,59912.0,10.35,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-04,4,184,5520,362,1998240,1273747.0,724493.0,110000,297348,78774.0,205842.0,96626.0,46896,835486.0,-110993.0,-20.11,No
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-05,5,163,4890,280,1369200,828015.0,541185.0,110000,220668,71119.0,64687.0,36368.0,39942,542785.0,-1599.0,-0.33,No
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-06,6,177,5310,359,1906290,1178590.0,727700.0,110000,286669,102346.0,72940.0,68562.0,38478,678996.0,48704.0,9.17,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-07,7,148,4440,347,1540680,960354.0,580326.0,110000,235153,62769.0,151332.0,61968.0,51416,672637.0,-92312.0,-20.79,No
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-08,8,186,5580,302,1685160,988213.0,696947.0,110000,185248,101529.0,87868.0,65036.0,33271,582952.0,113995.0,20.43,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-09,9,196,5880,314,1846320,1158928.0,687392.0,110000,180714,99868.0,126002.0,68222.0,47847,632653.0,54739.0,9.31,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-10,10,213,6390,367,2345130,1476690.0,868440.0,110000,181133,122879.0,240680.0,100342.0,28063,783098.0,85342.0,13.36,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-11,11,223,6690,328,2194320,1345474.0,848846.0,110000,174710,127739.0,194208.0,49330.0,52699,708685.0,140161.0,20.95,Yes
CHN-03,Anna Nagar Store,Zepto,Chennai,North,380,2024-12,12,180,5400,380,2052000,1230946.0,821054.0,110000,184998,114255.0,209628.0,55184.0,54532,728597.0,92457.0,17.12,Yes
